Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,label,processed
Perempuan Bangsa Siap Menangkan Sudirman Said-Ida Fauziyah ...; ; #SaweranDirmanIda; #SaweranJateng,0,0,0,0,0,0,0,0,0,0,0,0,Normal,perempuan bangsa menang sudirman said ida fauziyah
USER Lagi jadi tuyul kaliii?? Ga ah nanti malah aku yg diusir guanlin\xf0\x9f\x99\x84',0,0,0,0,0,0,0,0,0,0,0,0,Normal,tuyul kali usir guanlin
"bagai rumah bawah ranah yang indah, seorang pendiam dan culun walau dengan bakar besar #keren #bijak #semangat'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,rumah ranah indah diam culun bakar
"USER Film ini masuk gak yah... Film korea judulnya ""Wish"" atau ""Hope"". Itu nyeritain anak kecil yang diperkosa sampe harus ada bagian anusnya apa yah yang dioperasi dan ngalamin (maaf) cacat permanen gitu. Pokoknya nyeritain dia sama ayahnya dia ju",0,0,0,0,0,0,0,0,0,0,0,0,Normal,film masuk film korea judul wish hope cerita anak perkosa anus operasi alami maaf cacat permanen pokok cerita ayah ju
USER Mampus dah bangkrut bandar',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,mampus bangkrut bandar
jika negara tunduk kepada FPI kita lengserkan lagi semua pejabat yang terlibat,1,0,0,1,1,0,0,0,0,0,1,0,Hate Speech,negara tunduk front bela islam lengser jabat libat
Mudah2an gw ketemu sama SI BABI IWAN BOPENG DI TPS nya anjing Ahok,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,mudah gue ketemu babi iwan bopeng tempat mungut suara nya anjing ahok
"Menolak Mundur, Presiden Zimbabwe Dipecat Partainya Sendiri; #IndonesiaHebat;",0,0,0,0,0,0,0,0,0,0,0,0,Normal,tolak mundur presiden zimbabwe pecat partai
USER Ah tae w kira pak aria beneran :(',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,tai aria benar
"USER Jangan menyepelekan suara rakyat, gak ada suara rakyat gamungkin pak presiden jadi presiden.",0,0,0,0,0,0,0,0,0,0,0,0,Normal,sepele suara rakyat suara rakyat enggak mungkin presiden presiden
"Itik yang bertelor, ayam yang mengerami.; ; Ahok hanya membangun benda mati, bukan manusianya; ; Pas jadi lu selfie2, dasar Anus",1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,itik telur ayam rami ahok bangun benda mati manusia pas swafoto dasar anus
"USER kl gitu gua onta arab, salken ye'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,gue onta arab salam kenal iya
"USER oh mungkin ranjem itu nama ampas tahunya, sedangkan gembus itu nama ampas tahu fermentasi (seperti tempe/oncom).'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,ranjem nama ampas tahun gembus nama ampas fermentasi tempe oncom
USER Jawaban yang cerdas. Cebong mana punya otak untuk menakar junjungan nya.\nYa namanya generasi lahir lahir dari got.',1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,cerdas cebong otak takar junjung nya nya nama generasi lahir lahir got
"Sahabat2 warga Jateng..., mari terus tolak ujaran kebencian, ikuti semangat kebersamaan Mas USER &amp; USER dg Mas USER &amp; Mbak USER; ; Kekompakan Dua Paslon Gubernur Jateng saat Rayakan Ultah Sudirman Said",0,0,0,0,0,0,0,0,0,0,0,0,Normal,sahabat warga jawa tengah mari tolak ujar benci ikut semangat sama mas amp mas amp mbak kompak pasang calon gubernur jawa tengah raya ulang tahun sudirman said
USER Bodo katotoloyo model sia Zonk',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,bodoh katotoloyo model apes
Gubernur Jawa Barat Resmikan Tiga Monumen di Kawasan CiletuhÂ Palabuhanratu,0,0,0,0,0,0,0,0,0,0,0,0,Normal,gubernur jawa barat resmi monumen kawasan ciletuh labuh ratu
"#kom11 Calon BPK, Ilham: ke depan ada kemungkinan presiden hanya ada 1 di dunia ini.",0,0,0,0,0,0,0,0,0,0,0,0,Normal,calon ilham presiden dunia
"Ketika ngomong, Sylvi keliatan oke. Tapi begitu didebat Ahok, Sylvi langsung kekuatan goblok.",1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,bicara sylvi oke debat ahok sylvi langsung kuat goblok
USER USER Gimana Viktor yg beragama kristen dan ngancam mau bunuh orang Islam itu?!,1,0,1,0,1,0,0,0,0,1,0,0,Hate Speech,viktor agama kristen ancam bunuh orang islam
"USER sy setuju kenyataan USER , pelik tiada parti, bukan jadi presiden parti tup tup bubuh jadi PM ð??? .",0,0,0,0,0,0,0,0,0,0,0,0,Normal,tuju nyata pelik tiada party presiden party tup tup bubuh pm
USER Bangsad napadah lu sangad tidack ramah sama gua',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,bangsat apa dah ramah gue
USER USER Bila freeport itu seperti pabrik garment atau otomotif dan beli sahamnya oleh negara itu baru hebat...lah ini freeport sedang menggaruk kekayaan alam indonesia pemerintah malah beli sahamnya dan anda katakan hebat...sungguh mu,0,0,0,0,0,0,0,0,0,0,0,0,Normal,freeport pabrik garment otomotif beli saham negara hebat freeport garuk kaya alam indonesia perintah beli saham hebat sungguh mu
"Menemani Presiden Joko Widodo bertemu Ulama dari Kota Bekasi, Kabupaten Bekasi, Kota Depok, Kabupaten Karawang, dan Kabupaten Purwakarta. ; Mendengarkan keluhan dan bertukar pikiran.; Kami sepakat menjaga Pesta Demokrasi sejuk agar Indonesia semakin maju d",0,0,0,0,0,0,0,0,0,0,0,0,Normal,tani presiden joko widodo temu ulama kota bekas kabupaten bekas kota depok kabupaten karawang kabupaten purwakarta dengar keluh tukar pikir sepakat jaga pesta demokrasi sejuk indonesia maju
USER Cowonya ga gentle banget banci gitu ngomongin dibelakang kalau emang bener yg dikatain temen2 :)',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,cowok gentle banget banci bicara di belakang ejek teman
"bola itu buat dimainin di lapangan, bukan buat dimain-mainin di congor lu yang bapuk!'",1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech,bola main lapang main main congor bapuk
Dak bosnyo pusat yg punyo dananyo studio modalnyo; Bos manager band nyo sampe member band nyo; ; PECAH UTAK GALO; ONTONG IDAK NGRUSAK FISIK SAMO EKONOMI,0,0,0,0,0,0,0,0,0,0,0,0,Normal,dak bos pusat dana studio modal bos manajer band nya member band nya pecah otak galau ontong rusak fisik ekonomi
RT USER: USER USER USER Kyanya ijin pemerinth setempat yg goblog kasih ijin',1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,izin perintah goblok kasih izin
pantes pas liat goeun tuh kaya ga asing oh ternyata mirip ha minho',0,0,0,0,0,0,0,0,0,0,0,0,Normal,pas lihat goeun kayak asing minho
USER Minmin...\nPa gak ada bhn laen..\nItu bukan ungkapan ke indonesiaan\nTp ungkapan cocot dan otak yg pnh dengan napsu kekuasaan.....',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,admin bahan ungkap indonesia ungkap cocot otak pnh nafsu kuasa
USER USER Haha iya cacat kaya lo yaa otaknya segede otak ayam wkwkwk',1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech,haha iya cacat kayak otak otak ayam wkwk
"RT USER: Dari dulu USER &amp; USER sering langgar aturan UU, lu pade MINGKEM kek BANGKE!\n\nBegitu USER &amp; USER\xe2\x80\xa6'",1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,amp langgar atur undang undang pakde diam kayak bangkai amp
USER Kawasan Ekonomi Khusus Tarik Banyak Investor Pengembangan KEK ini diharapkan men,0,0,0,0,0,0,0,0,0,0,0,0,Normal,kawasan ekonomi khusus tarik investor kembang kayak harap men
"Joget dekat Raffi Ahmad, Ayu Ting Ting dibilang norak dan kampungan sama Nagita Slavina! Waduh, begini kronologinya: URL URL",0,1,0,0,0,0,0,0,0,0,0,0,Abusive,joget raffi ahmad ayu ting ting bilang norak kampung nagita slavina kronologi
USER USER USER USER USER USER USER USER Klo kodok sma macan asia ya ga level laaah ....beda kelasss jauuuh....cma org2 dongoook dan dungu yg mengelu2kan kodok si munafik',1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,kodok macan asia level laaah beda kelasss jauuuh orang dongoook dungu elu kodok munafik
USER USER Lu tanya bank dunia\nOtak onta sih lu\nDongok malas bego tolol ya itu onta',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,bank dunia otak onta dungu malas bego tolol onta
Masalah dunia dan masalah nafsu ya kang USER . Kata2 kok bersayap kayak burung hantu. URL,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,dunia nafsu kang sayap kayak burung hantu
"banyak hafalan surah Alqurannya > Termasuk ayat-ayat: Perangi, bunuh, dan penggal kafir dan juga ayat cocok2 penis.",1,1,0,1,1,0,0,1,0,0,1,0,Hate Speech,hafal surah alquran ayat ayat rang bunuh penggal kafir ayat cocok penis
Ini baru anak muda Indonesia ð???ð??®ð??©,0,0,0,0,0,0,0,0,0,0,0,0,Normal,anak muda indonesia
Alhamdulillah 1 malam bisa tembus 100subcribe channel... Gk sia sia jadi noo,0,0,0,0,0,0,0,0,0,0,0,0,Normal,alhamdulillah malam tembus subcribe channel no
USER Najis anjir. Goblok banget.',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,najis anjir goblok banget
USER Titit ku sakit yang jebolin kamu mulu .g',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,titit ku sakit jebol mulu
USER Basi Isunya jangan2 USER ini yg PKI',1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,basi isu partai komunis indonesia
USER USER Efek dari UU MD3. Boleh komen sesuka hati.',0,0,0,0,0,0,0,0,0,0,0,0,Normal,efek undang undang md komen suka hati
RT USER: USER USER USER Demi uang muanas menunjukan kemunafikanya..,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,uang muanas munafik
"Presiden kelima RI yg juga Ketua Umum #PDIPerjuangan Megawati Soekarnoputri; menyebut Pidato Soekarno sebagai ""Tiga Tinta Emas Abad 20""",0,0,0,0,0,0,0,0,0,0,0,0,Normal,presiden ri ketua megawati soekarno putri sebut pidato soekarno tinta emas abad
USER USER USER mungkin dia bukan islam. husnuzon hhhmmm,0,0,0,0,0,0,0,0,0,0,0,0,Normal,islam husnuzan hhhmmm
"Gubernur Anies Baswedan bertemu dengan Menteri Dalam Negeri Kerajaan Maroko, Noureddine Boutayeb di Rabat (18 April 2018). Pertemuan bilateral tersebut membahas banyak hal dan saling berbagi perkembangan ekonomi politik selama 20 tahun terakhir.",0,0,0,0,0,0,0,0,0,0,0,0,Normal,gubernur anies baswedan temu menteri negeri raja maroko noureddine boutayeb rabat april temu bilateral bahas bagi kembang ekonomi politik
USER USER USER USER USER USER USER USER USER USER Aq mojok di jamban \n\nNyari lampu Hahahah \n\n#EXOonBurjKhalifa #EXO USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0,Normal,pojok jamban cari lampu haha
USER USER USER USER USER USER USER USER Ngaku indonesia pqdahal cina,1,0,1,0,0,1,0,0,0,1,0,0,Hate Speech,aku indonesia cina
Sakit jiwa kali yah..,0,0,0,0,0,0,0,0,0,0,0,0,Normal,sakit jiwa kali
Wah dimana ini ? Setuju kalo gitu perlu di usir cina dari negri ini,1,0,0,1,0,1,0,0,0,0,0,1,Hate Speech,mana tuju usir cina negeri
"USER \xe2\x80\x9ckepada negara negara arab\xe2\x80\x9d, berarti negara arab lain minjam untuk ngasi ke palestine, bukan membebankan utang semua sama palestina, mereka patungan untk meringankan, itu bukan masalah, yang masalah sekarang orang ind",0,0,0,0,0,0,0,0,0,0,0,0,Normal,negara negara arab negara arab pinjam palestina beban utang palestina patungan ringan orang indonesia
USER USER USER Mataq terlalu sipit tuk melihat pete\xf0\x9f\x8c\x9a',0,0,0,0,0,0,0,0,0,0,0,0,Normal,mata sipit petai
"USER USER USER kalo KH Ma'ruf ngomong pada belaga budek , pada belaga pilon, masih nyundul \xf0\x9f\x91\x89#gantipresiden2019 ?? goblok kok kebangetan?\n#T3tapJokowi #T3tapJokowi""",1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,kh ruf bicara belaga budek belaga pilon sundul goblok banget
Senang dong ada yg fans mati sampai lupa kalau dia bego banget URL,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,senang fan mati lupa bego banget
Cerdas SBY. UU Pemilu sdh disahkan. Artinya dari skrg bakal calon presiden/calon wakil presiden sdh bisa curi start kampanye. Hnya AHY manfaatkan USER,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,cerdas susilo bambang yudhoyono undang undang pilih umum sah calon presiden calon wakil presiden curi start kampanye agus harimurti yudhoyono manfaat
"USER Hobby ngebodohin org\nmencerca..... ngedunguin org,dan nyebut org seenak jidat sndri (kacung, cebong), ttp sok care dgn hak asasi manusia, itu ibaratnya jijik liat org lain panuan, smntra dirinya penuh dgn panu.......'",1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,hobi bodoh orang cerca ngedunguin orang sebut orang enak jidat kacung cebong sok care hak asasi manusia jijik lihat orang panuan penuh panu
USER Parfum tai ayam kan pasti?',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,parfum tai ayam
USER USER USER USER USER La trus yg di salahin siapa dodol.... Wkwkwkwk kalo telur murah banyak yg beli kan sama2 untung... Ini sdah mahal ga bisa beli masih aja di belain dasar cebong terkutuk',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,salah dodol wkwk telur murah beli untung mahal beli bela dasar cebong kutuk
burung twitter jd burung onta kan mantap\n\n#TeenChoice #ChoiceFandom #Directioners USER',0,0,0,0,0,0,0,0,0,0,0,0,Normal,burung twitter burung onta mantap
Presiden Jokowi Soroti Minimnya Promosi Asian Games Presiden Jokow Widodo (Joko,0,0,0,0,0,0,0,0,0,0,0,0,Normal,presiden jokowi sorot minim promosi asi games presiden jokowi widodo joko
Ajak desak pemerintah keluarkan aturan Islam Dilarang di Indonesia USER dapat salam pak dari USER,1,0,0,1,1,0,0,0,0,0,0,1,Hate Speech,ajak desak perintah keluar atur islam larang indonesia salam
Trio Provokator: Wiwo Amun Raiso &amp; Sotipu URL USER USER USER USER USER,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,trio provokator wiwo amun enggak bisa amp sok tipu
USER \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a y w pinggir koreng cantik',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,pinggir koreng cantik
RT USER iyah harus Prabowo Ruhut dan Jokowi mana mungkin mau korbannya kan Umat Islam,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,prabowo ruhut jokowi korban umat islam
"Anggota TNI, Polri, dan PNS Bisa Kredit Rumah Tanpa DP",0,0,0,0,0,0,0,0,0,0,0,0,Normal,anggota tentara nasional indonesia polisi republik indonesia pegawai negeri sipil kredit rumah uang muka
"Tjahjo mengatakan, saat ini pemerintah masih memberikan waktu bagi fraksi yang ada di DPR untuk melakukan lobi.'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,tjahjo perintah fraksi dewan wakil rakyat lobi
USER USER USER jkw itu jongos luhut,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,jokowi jongos luhut
RT USER: USER US : oh cute\nindo : Anjing cakep\n\nUS : LOL\nindo : Anjing ngakak\n\nUS : what do you mean?\nIndo : Anjing ga jelas\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,us cute indonesia anjing cakap nus wkwk indonesia anjing tertawa nus do mean indonesia anjing
"USER ya gitu ya materi hukum, gw jg kesusahan di jurusan\xf0\x9f\x98\x82 tetep ada porsi susahnya masing2, apalagi lo dr ipa. gausah lah banding2in jurusan gw lebih susah lebih borjuis lebih elite lebih bagus. heleh tai kucing \xf0\x9f\x98\xa9'",1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,materi hukum gue susah jurus porsi susah ilmu tahu alam tidak usah banding jurus gue susah borjuis elite bagus alah tai kucing
"USER USER Biar tak dikritik bila kita tambsh mesra dgn komunis cina, kan lg perang dagang ama AS.'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,biar kritik mesra komunis cina perang dagang as
Cowok itu cma ada 2 macem kalok gx bajingan ya banci (raditia dika) tp knapa ya cewek tetep suka sama bajingan ????',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,cowok bajing banci raditya dika cewek suka bajing
Ade Armando Dilaporkan ke Polisi Terkait Pendapatnya soal Azan,0,0,0,0,0,0,0,0,0,0,0,0,Normal,adek armando lapor polisi kait dapat azan
kini Cina sedang berusaha menguasai politik dan hukum di Indonesia.,1,0,0,1,0,1,0,0,0,0,1,0,Hate Speech,cina usaha kuasa politik hukum indonesia
"RT USER: gmw liat dm dr lu ah! udh tau gua nanya tentang apa, bolot\xf0\x9f\x98\xa9 USER'",1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech,enggak mau lihat direct message tau gue bolot
8 tahun suka sama temen sebangku SMP. Dan akhirnya hari ini secara tidak sengaja dia tau semuanya. Mampus gak tuh',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,suka teman bang sengaja tau mampus
"USER koar"" pro aseng song sing,tetaplah china kiblatnya bwg putih...josssssssslah'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,koar pro asing song sing tetap cina kiblat bwg putih josssssssslah
"Kalo emg bener caitlyn jenner pacaran sm perempuan jg, ngapain dia jd transgender ya?'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,caitlyn jenner pacar perempuan transgender
irene ngewe kasar yuk. Gue kasih hadiah ulangtaun manjain memek nya sampe kelojotan',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,irene ngewe kasar gue kasih hadiah ulang tahun manja memek nya kelojot
USER USER USER USER USER kontaminasi...? murid USER ?\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n\ncuma mau kasih kaca ke gerung bro\nkl nalar dia jg dungu\n\njokowi bicara emas mahal\nkalajengkin,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,kontaminasi murid kasih kaca gerung bro nkl nalar dungu jokowi bicara emas mahal kalajengking
USER Gue doain budek lu \xf0\x9f\x98\x83 /g',1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech,gue doa budek
Wasiat ini telah di amanahkan oleh anak anak nabi Ibrahim AS dan di turunkan pula wasiat ini hinggakan tercatit dalam kitab kitab yahudi. Sejarah telah berlalu zaman berzaman. Kisah ini juga telah di ceritakan oleh Rasulullah SAW kepada para sahabat.',0,0,0,0,0,0,0,0,0,0,0,0,Normal,wasiat amanah anak anak nabi ibrahim as turun wasiat hingga catat kitab kitab yahudi sejarah zaman zaman kisah cerita rasulullah saw sahabat
"USER USER benar2 pembodohan,maksa bgt pengen 2 periode,cebong oh cebong....'",1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,bodoh paksa banget periode cebong cebong
"USER On the Road, yang ada Kristen Stewart sama Om Robet Doni jr.'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,on the road kristen stewart om robert doni junior
lengserkan jokowi. buktikanlah bahwa kalian cinta jamban. wkwkwkwk,1,1,1,0,0,0,0,0,1,0,0,1,Hate Speech,lengser jokowi bukti cinta jamban wkwk
USER USER USER USER USER Apa salah dan dosaku silit?',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,salah dosa silit
"Kata Airlangga Pribadi, jangan lupa Bu Khofifah pengalaman 3 tahun Mensos bersama Presiden Jokowi, ikut serta membantu mengentaskan kemiskinan. .#KhofifahEmilJatimSatu",0,0,0,0,0,0,0,0,0,0,0,0,Normal,airlangga pribadi lupa bu khofifah alam menteri sosial presiden jokowi bantu entas miskin
"Tulisan saya pagi ini, tentang budaya minum obat; ; Semoga berguna",0,0,0,0,0,0,0,0,0,0,0,0,Normal,tulis pagi budaya minum obat moga guna
"USER Aadren mengerti apa yang dirasakan puan itu. Pasti sangat menyakitkan. Apalagi melihat kekasihnya bersama orang lain. \n\n""Kau harus tegar. Kau tak boleh menangisi seorang bajingan yang tak sepantasnya kau tangisi.""'",0,1,0,0,0,0,0,0,0,0,0,0,Abusive,adren erti rasa puan sakit kasih orang tegar tangis bajing tangis
USER Iya peno sinting',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,iya peno sinting
USER Pemimpin cerdas dan sholeh temannya pasti kwalitasnya sama.; ; #2019GantiPresiden,0,0,0,0,0,0,0,0,0,0,0,0,Normal,pimpin cerdas saleh teman kualitas
"Kondisi ini masih diperburuk dengan peran politik Partai Komunis Indonesia (PKI) yang mendominasi di kehidupan politik Indonesia. Bersandar pada Dekrit Presiden 5 Juli sebagai sumber hukum,'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,kondisi buruk peran politik partai komunis indonesia partai komunis indonesia dominasi hidup politik indonesia sandar dekrit presiden juli sumber hukum
RT USER: USER USER USER Iya mas..bisa terjadi inflasi..pake ngatain aku tolol lagi...dia yg dongo super..',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,iya mas inflasi pakai maki tolol dongok super
Ratusan Massa Ormas Islam Geruduk LBH Jakarta: Ganyang PKI! URL URL,1,0,0,1,0,1,0,0,0,0,0,1,Hate Speech,ratus massa organisasi masyarakat islam gerebek jakarta ganyang partai komunis indonesia
10 tahun masa keemasan berbicara di jaman Pak SBY..... 3 tahun masa kegelapan di era jokowi ... URL,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,emas bicara jaman susilo bambang yudhoyono gelap era jokowi
maaf hati aku bukan noob kau sakit kan mcm mna sekali pun tetap masih gagah berdiri senyum seperti biasa..',0,0,0,0,0,0,0,0,0,0,0,0,Normal,maaf hati noob sakit gagah diri senyum
Rasa rasanya mata saya minus alias picek.',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,mata minus alias picek
USER Kamu bau bangke tikus!!! \xf0\x9f\x98\xa3',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,bau bangkai tikus
"USER USER Cebong itu isi kepalanya kan taik,mana ada cebong yg mikirnya waras..'",1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,cebong isi kepala tai cebong pikir waras
"USER Udah kuduga...selama kunyuk kunyuknya kolojengking durung modar yo ancen ngene iki...Gusti Allah mboten sare, makin melek karo hukum biadab kalah karo wong wong asu'",1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,aku duga kunyuk kunyuk kalajengking modar iya gusti allah tidur melek hukum biadab kalah orang orang anjing
USER KPK Periksa Gubernur Sumut dan Cawagub Ijeck Shah KPK memeriksa Gubernur Sumater,0,0,0,0,0,0,0,0,0,0,0,0,Normal,komisi berantas korupsi periksa gubernur sumatra utara calon wakil gubernur ijeck sah komisi berantas korupsi periksa gubernur sumatra
USER \xe2\x80\x9cMas cocok kalo bawa pisang. Kaya monyet.\xe2\x80\x9d ujarnya lalu menjulurkan lidah.',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,mas cocok bawa pisang kayak monyet julur lidah
"Pilkada kota serang belum punya pilihan, tolong mbah pilih mana?",0,0,0,0,0,0,0,0,0,0,0,0,Normal,pilih kepala daerah kota serang pilih tolong mbah pilih
"1. Mengapa Prabowo ingin jadi Presiden? Tanya saya kepada teman kemarin waktu bertemu di restoran, Metropolis Hong Kong. Teman ini saya kenal baik karena bisnisnya ada hubungan dengan Prabowo. ; ; USER; USER; USER",0,0,0,0,0,0,0,0,0,0,0,0,Normal,prabowo presiden teman kemarin temu restoran metropolis hong kong teman kenal bisnis hubung prabowo
USER eh tapi aku gatau nasabah itu nuker apa nabung apa gimana...... pokoknya ngurusin mata uang asing :(',0,0,0,0,0,0,0,0,0,0,0,0,Normal,tak tau nasabah tukar tabung pokok urus mata uang asing
"USER Ka'ab bin al-Asyraf adalah tokoh Yahudi yg sangat benci terhadap umat muslim khususnya terhdap nabi, lalu bgmn dia bisa hafal al-qur'an??, dan pd akhirnya di dibunuh oleh salah seorang sahabat anshor . sedangkan proses Tadwin al-qur'an pd m",0,0,0,0,0,0,0,0,0,0,0,0,Normal,kakak ab bin al asyraf tokoh yahudi benci umat muslim nabi hafal al qur an bunuh salah sahabat ansar proses tadwin al qur an
USER Ketahuan kan kalo bima+ apk idiot. \xf0\x9f\x98\x81 URL,1,1,0,1,0,0,1,0,0,0,1,0,Hate Speech,tahu bima idiot
woy anjir bolot bat gue aja paham. URL,1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech,oi anjir bolot banget gue paham
"USER USER Udh nanti kalau dia on gua omelin yell tenang ae udh,org gila gitu yell jadiin org barang taruhan kan org bego dongo sinting sarap bajingan'",1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech,on gue omelin yel tenang orang gila yel jadi orang barang taruh orang bego dongok sinting sarap bajing
usir budha myamar dari bumi indonesiaa URL,1,0,0,1,1,1,0,0,0,0,0,1,Hate Speech,usir buddha myanmar bumi indonesia
USER USER USER USER USER USER Lebih TOLOL lg yg nulis kek gini... \xf0\x9f\x98\xb8\xf0\x9f\x98\xb8\xf0\x9f\x91\x8b\xf0\x9f\x91\x8b\xf0\x9f\x91\x8,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,tolol tulis kayak
USER Plagiat lagu USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 kaum kntl!!!',1,1,0,1,0,0,0,1,0,0,1,0,Hate Speech,plagiat lagu kaum kontol
USER anjir gue disangka gitu dong kemaren. sarap emang dikira orang rest harus melulu gegara gamon apa. kalau gamonin mantan sebelum sebelumnya baru bener .G WKWKWKWKWK',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,anjir gue sangka kemarin sarap orang rest melulu gara gara gagal move on gagal move on mantan wkwk
"USER USER Mulut berbusa lalu muncrat kemana mana,..\n..karena haus kekuasaan,...kasak kusuk cari kesalahan seolah olah dirinya mampu,...padahal congor doang yang bekerja'",1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,mulut busa muncrat mana haus kuasa kasak kusuk cari salah olah congor doang
"USER USER Mantap bang...lanjutkan,biar para kampret,Bani kencing onta kejang semua\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80'",1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,mantap bang lanjut biar kampret bani kencing onta kejang
USER Gini dah ya gue jelasin.\n\nKan kalo dikasih dare ganti ava? Jadi pict banci gt2 kan ya? Nah lu sekalian dah ts jadi banci nya elah',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,gue kasih dare ganti ava gambar banci thread starter banci nya alah
USER artikel buat manusia.tapi yg tidur anjing :V ada ada ae lu min USER',0,0,0,0,0,0,0,0,0,0,0,0,Normal,artikel manusia tidur anjing min
USER Tak perlu dibajak. Bacot elu babi. Mending kita gelut saja',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,bajak bacot babi mending gelut
USER USER Hampir di seluruh geraja katolik lokal begitu',0,0,0,0,0,0,0,0,0,0,0,0,Normal,gereja katolik lokal
"USER USER USER Percuma ekonomi tumbuh tinggi klo infrastrukturnya memble, bukan kesejahteraan yg diraih tp justru bencana inflasi tinggi",0,0,0,0,0,0,0,0,0,0,0,0,Normal,ekonomi tumbuh infrastruktur memble sejahtera raih bencana inflasi
"RT USER: Bukan hanya anjing, babi pun demikian. Monggo jika berkenan \xf0\x9f\x91\x89 URL URL",0,0,0,0,0,0,0,0,0,0,0,0,Normal,anjing babi monggo kenan
jokowi ratu adil apaan..??? dia ga ada keturunan darah biruadanya DARAH KOTOR cina babi..!!! URL,1,1,1,0,0,1,0,0,0,1,0,0,Hate Speech,jokowi ratu adil turun darah biru ada darah kotor cina babi
